n pokedex,nome,geração,tipo 1,tipo 2,vida,ataque,defesa,velocidade,sp ataque,sp defesa,total atr,md atr,altura m,peso kg,% macho,xp evolução,taxa de captura,classificação,lendário,habilidades,contra inseto,contra escuridão,contra dragão,contra elétrico,contra fada,contra lutador,contra fogo,contra voador,contra fantasma,contra planta,contra terra,contra gelo,contra normal,contra venenoso,contra psíquico,contra pedra,contra aço,contra água
335,Zangoose,3,normal,,73,115,60,90,60,60,458,76.33333333333333,1.3,40.3,50.0,600000,90.0,Pokémon Gato Furão,False,"['Immunity', 'Toxic Boost']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
336,Seviper,3,venenoso,,73,100,60,65,100,60,458,76.33333333333333,2.7,52.5,50.0,1640000,90.0,Pokémon Cobra de Presa,False,"['Shed Skin', 'Infiltrator']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0
337,Lunatone,3,pedra,psíquico,90,55,65,70,95,85,460,76.66666666666667,1.0,168.0,,800000,45.0,Pokémon Meteorito,False,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
338,Solrock,3,pedra,psíquico,90,95,85,70,55,65,460,76.66666666666667,1.2,154.0,,800000,45.0,Pokémon Meteorito,False,['Levitate'],2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,2.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0,2.0
339,Barboach,3,água,terra,50,48,43,60,46,41,288,48.0,0.4,1.9,50.0,1000000,190.0,Pokémon Bigode,False,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
340,Whiscash,3,água,terra,110,78,73,60,76,71,468,78.0,0.9,23.6,50.0,1000000,75.0,Pokémon Bigode,False,"['Oblivious', 'Anticipation', 'Hydration']",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0
341,Corphish,3,água,,43,80,65,35,50,35,308,51.333333333333336,0.6,11.5,50.0,1640000,205.0,Pokémon Vagabundo,False,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
342,Crawdaunt,3,água,escuridão,63,120,85,55,90,55,468,78.0,1.1,32.8,50.0,1640000,155.0,Pokémon Trapaceiro,False,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2.0,0.5,1.0,2.0,2.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,1.0,1.0,0.0,1.0,0.5,0.5
343,Baltoy,3,terra,psíquico,40,40,55,55,40,70,300,50.0,0.5,21.5,,1000000,255.0,Pokémon Boneco de Argila,False,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
344,Claydol,3,terra,psíquico,60,70,105,75,70,120,500,83.33333333333333,1.5,108.0,,1000000,90.0,Pokémon Boneco de Argila,False,['Levitate'],2.0,2.0,1.0,0.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.5,0.5,0.5,1.0,2.0
345,Lileep,3,pedra,planta,66,41,77,23,61,87,355,59.166666666666664,1.0,23.8,88.1,600000,45.0,Pokémon Lírio do Mar,False,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
346,Cradily,3,pedra,planta,86,81,97,43,81,107,495,82.5,1.5,60.4,88.1,600000,45.0,Pokémon Craca,False,"['Suction Cups', 'Storm Drain']",2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,2.0,1.0
347,Anorith,3,pedra,inseto,45,95,50,75,40,50,355,59.166666666666664,0.7,12.5,88.1,600000,45.0,Pokémon Camarão Velho,False,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
348,Armaldo,3,pedra,inseto,75,125,100,45,70,80,495,82.5,1.5,68.2,88.1,600000,45.0,Pokémon Placa,False,"['Battle Armor', 'Swift Swim']",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0
349,Feebas,3,água,,20,15,20,80,10,55,200,33.333333333333336,0.6,7.4,50.0,600000,255.0,Pokémon Peixe,False,"['Swift Swim', 'Oblivious', 'Adaptability']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
350,Milotic,3,água,,95,60,79,81,100,125,540,90.0,6.2,162.0,50.0,600000,60.0,Pokémon Gentil,False,"['Marvel Scale', 'Competitive', 'Cute Charm']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
351,Castform,3,normal,,70,70,70,70,70,70,420,70.0,0.3,0.8,50.0,1000000,45.0,Pokémon Clima,False,['Forecast'],1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
352,Kecleon,3,normal,,60,90,70,40,60,120,440,73.33333333333333,1.0,22.0,50.0,1059860,200.0,Pokémon Troca de Cores,False,"['Color Change', 'Protean']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
353,Shuppet,3,fantasma,,44,75,35,45,63,33,295,49.166666666666664,0.6,2.3,50.0,800000,225.0,Pokémon Boneco,False,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
354,Banette,3,fantasma,,64,165,75,75,93,83,555,92.5,1.1,12.5,50.0,800000,45.0,Pokémon Marionete,False,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
355,Duskull,3,fantasma,,20,40,90,25,30,90,295,49.166666666666664,0.8,15.0,50.0,800000,190.0,Pokémon Réquiem,False,"['Levitate', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
356,Dusclops,3,fantasma,,40,70,130,25,60,130,455,75.83333333333333,1.6,30.6,50.0,800000,90.0,Pokémon Atrair,False,"['Pressure', 'Frisk']",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0
357,Tropius,3,planta,voador,99,68,83,51,72,87,460,76.66666666666667,2.0,100.0,50.0,1250000,200.0,Pokémon Fruta,False,"['Chlorophyll', 'Solar Power', 'Harvest']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,0.0,4.0,1.0,2.0,1.0,2.0,1.0,0.5
358,Chimecho,3,psíquico,,75,50,80,65,95,90,455,75.83333333333333,0.6,1.0,50.0,800000,45.0,Pokémon Sino de Vento,False,['Levitate'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
359,Absol,3,escuridão,,65,150,60,115,115,60,565,94.16666666666667,1.2,47.0,50.0,1059860,30.0,Pokémon Desastre,False,"['Pressure', 'Super Luck', 'Justified']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
360,Wynaut,3,psíquico,,95,23,48,23,23,48,260,43.333333333333336,0.6,14.0,50.0,1000000,125.0,Pokémon Brilhante,False,"['Shadow Tag', 'Telepathy']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
361,Snorunt,3,gelo,,50,50,50,50,50,50,300,50.0,0.7,16.8,50.0,1000000,190.0,Pokémon Chapéu de Neve,False,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
362,Glalie,3,gelo,,80,120,80,100,120,80,580,96.66666666666667,1.5,256.5,50.0,1000000,75.0,Pokémon Rosto,False,"['Inner Focus', 'Ice Body', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
363,Spheal,3,gelo,água,70,40,50,25,55,50,290,48.333333333333336,0.8,39.5,50.0,1059860,255.0,Pokémon Aplauso,False,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
364,Sealeo,3,gelo,água,90,60,70,45,75,70,410,68.33333333333333,1.1,87.6,50.0,1059860,120.0,Pokémon Rola Bola,False,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
365,Walrein,3,gelo,água,110,80,90,65,95,90,530,88.33333333333333,1.4,150.6,50.0,1059860,45.0,Pokémon Quebra-gelo,False,"['Thick Fat', 'Ice Body', 'Oblivious']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5
366,Clamperl,3,água,,35,64,85,32,74,55,345,57.5,0.4,52.5,50.0,600000,255.0,Pokémon Bivalve,False,"['Shell Armor', 'Rattled']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
367,Huntail,3,água,,55,104,105,52,94,75,485,80.83333333333333,1.7,27.0,50.0,600000,60.0,Pokémon Mar Profundo,False,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
368,Gorebyss,3,água,,55,84,105,52,114,75,485,80.83333333333333,1.8,22.6,50.0,600000,60.0,Pokémon Mar do Sul,False,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
369,Relicanth,3,água,pedra,100,90,130,55,45,65,485,80.83333333333333,1.0,23.4,88.1,1250000,25.0,Pokémon Longevidade,False,"['Swift Swim', 'Rock Head', 'Sturdy']",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0
370,Luvdisc,3,água,,43,30,55,97,40,65,330,55.0,0.6,8.7,24.6,800000,225.0,Pokémon Encontro,False,"['Swift Swim', 'Hydration']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
371,Bagon,3,dragão,,45,75,60,50,40,30,300,50.0,0.6,42.1,50.0,1250000,45.0,Pokémon Cabeça de Pedra,False,"['Rock Head', 'Sheer Force']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
372,Shelgon,3,dragão,,65,95,100,50,60,50,420,70.0,1.1,110.5,50.0,1250000,45.0,Pokémon Resistência,False,"['Rock Head', 'Overcoat']",1.0,1.0,2.0,0.5,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5
373,Salamence,3,dragão,voador,95,145,130,120,120,90,700,116.66666666666667,1.5,102.6,50.0,1250000,45.0,Pokémon Dragão,False,"['Intimidate', 'Moxie']",0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
374,Beldum,3,aço,psíquico,40,55,80,30,35,60,300,50.0,0.6,95.2,,1250000,3.0,Pokémon Bola de Ferro,False,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
375,Metang,3,aço,psíquico,60,75,100,50,55,80,420,70.0,1.2,202.5,,1250000,3.0,Pokémon Garra de Ferro,False,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
376,Metagross,3,aço,psíquico,80,145,150,110,105,110,700,116.66666666666667,1.6,550.0,,1250000,3.0,Pokémon Perna de Ferro,False,"['Clear Body', 'Light Metal']",1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
377,Regirock,3,pedra,,80,100,200,50,50,100,580,96.66666666666667,1.7,230.0,,1250000,3.0,Pokémon Pico de Rocha,True,"['Clear Body', 'Sturdy']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
378,Regice,3,gelo,,80,50,100,50,100,200,580,96.66666666666667,1.8,175.0,,1250000,3.0,Pokémon Icebergue,True,"['Clear Body', 'Ice Body']",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0
379,Registeel,3,aço,,80,75,150,50,75,150,580,96.66666666666667,1.9,205.0,,1250000,3.0,Pokémon Ferro,True,"['Clear Body', 'Light Metal']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0
380,Latias,3,dragão,psíquico,80,100,120,110,140,150,700,116.66666666666667,1.4,40.0,0.0,1250000,3.0,Pokémon Eon,True,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
381,Latios,3,dragão,psíquico,80,130,100,110,160,120,700,116.66666666666667,2.0,60.0,100.0,1250000,3.0,Pokémon Eon,True,['Levitate'],2.0,2.0,2.0,0.5,2.0,0.5,0.5,1.0,2.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5
382,Kyogre,3,água,,100,150,90,90,180,160,770,128.33333333333334,4.5,352.0,,1250000,3.0,Pokémon Bacia Marinha,True,['Drizzle'],1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
383,Groudon,3,terra,,100,180,160,90,150,90,770,128.33333333333334,3.5,950.0,,1250000,3.0,Pokémon Continente,True,['Drought'],1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0
384,Rayquaza,3,dragão,voador,105,180,100,115,180,100,780,130.0,7.0,206.5,,1250000,45.0,Pokémon Altura Máxima,True,['Air Lock'],0.5,1.0,2.0,1.0,2.0,0.5,0.5,1.0,1.0,0.25,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.5
385,Jirachi,3,aço,psíquico,100,100,100,100,100,100,600,100.0,0.3,1.1,,1250000,3.0,Pokémon Desejo,True,['Serene Grace'],1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,2.0,0.5,2.0,0.5,0.5,0.0,0.25,0.5,0.5,1.0
386,Deoxys,3,psíquico,,50,95,90,180,95,90,600,100.0,1.7,60.8,,1250000,3.0,Pokémon DNA,True,['Pressure'],2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
387,Turtwig,4,planta,,55,68,64,31,45,55,318,53.0,0.4,10.2,88.1,1059860,45.0,Pokémon Folha Minúscula,False,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
388,Grotle,4,planta,,75,89,85,36,55,65,405,67.5,1.1,97.0,88.1,1059860,45.0,Pokémon Bosque,False,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
389,Torterra,4,planta,terra,95,109,105,56,75,85,525,87.5,2.2,310.0,88.1,1059860,45.0,Pokémon Continente,False,"['Overgrow', 'Shell Armor']",2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,1.0,1.0
390,Chimchar,4,fogo,,44,58,44,61,58,44,309,51.5,0.5,6.2,88.1,1059860,45.0,Pokémon Chimpanzé,False,"['Blaze', 'Iron Fist']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0
391,Monferno,4,fogo,lutador,64,78,52,81,78,52,405,67.5,0.9,22.0,88.1,1059860,45.0,Pokémon Brincalhão,False,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
392,Infernape,4,fogo,lutador,76,104,71,108,104,71,534,89.0,1.2,55.0,88.1,1059860,45.0,Pokémon de Chama,False,"['Blaze', 'Iron Fist']",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0
393,Piplup,4,água,,53,51,53,40,61,56,314,52.333333333333336,0.4,5.2,88.1,1059860,45.0,Pokémon Pinguim,False,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
394,Prinplup,4,água,,64,66,68,50,81,76,405,67.5,0.8,23.0,88.1,1059860,45.0,Pokémon Pinguim,False,"['Torrent', 'Defiant']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
395,Empoleon,4,água,aço,84,86,88,60,111,101,530,88.33333333333333,1.7,84.5,88.1,1059860,45.0,Pokémon Imperador,False,"['Torrent', 'Defiant']",0.5,1.0,0.5,2.0,0.5,2.0,1.0,0.5,1.0,1.0,2.0,0.25,0.5,0.0,0.5,0.5,0.25,0.5
396,Starly,4,normal,voador,40,55,30,60,30,30,245,40.833333333333336,0.3,2.0,50.0,1059860,255.0,Pokémon Estorninho,False,"['Keen Eye', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
397,Staravia,4,normal,voador,55,75,50,80,40,40,340,56.666666666666664,0.6,15.5,50.0,1059860,120.0,Pokémon Estorninho,False,"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
398,Staraptor,4,normal,voador,85,120,70,100,50,60,485,80.83333333333333,1.2,24.9,50.0,1059860,45.0,Pokémon Predador,False,"['Intimidate', 'Reckless']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0
399,Bidoof,4,normal,,59,45,40,31,35,40,250,41.666666666666664,0.5,20.0,50.0,1000000,255.0,Pokémon Rato Rechonchudo,False,"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
400,Bibarel,4,normal,água,79,85,60,71,55,60,410,68.33333333333333,1.0,31.5,50.0,1000000,127.0,Pokémon Castor,False,"['Simple', 'Unaware', 'Moody']",1.0,1.0,1.0,2.0,1.0,2.0,0.5,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
401,Kricketot,4,inseto,,37,25,41,25,25,41,194,32.333333333333336,0.3,2.2,50.0,1059860,255.0,Pokémon Grilo,False,"['Shed Skin', 'Run Away']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
402,Kricketune,4,inseto,,77,85,51,65,55,51,384,64.0,1.0,25.5,50.0,1059860,45.0,Pokémon Grilo,False,"['Swarm', 'Technician']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
403,Shinx,4,elétrico,,45,65,34,45,40,34,263,43.833333333333336,0.5,9.5,50.0,1059860,235.0,Pokémon Flash,False,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
404,Luxio,4,elétrico,,60,85,49,60,60,49,363,60.5,0.9,30.5,50.0,1059860,120.0,Pokémon Centelha,False,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
405,Luxray,4,elétrico,,80,120,79,70,95,79,523,87.16666666666667,1.4,42.0,50.0,1059860,45.0,Pokémon Olhos Cintilantes,False,"['Rivalry', 'Intimidate', 'Guts']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
406,Budew,4,planta,venenoso,40,30,35,55,50,70,280,46.666666666666664,0.2,1.2,50.0,1059860,255.0,Pokémon Brotinho,False,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
407,Roserade,4,planta,venenoso,60,70,65,90,125,105,515,85.83333333333333,0.9,14.5,50.0,1059860,75.0,Pokémon Buquê,False,"['Natural Cure', 'Poison Point', 'Technician']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5
408,Cranidos,4,pedra,,67,125,40,58,30,30,350,58.333333333333336,0.9,31.5,88.1,600000,45.0,Pokémon Cabeçada,False,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
409,Rampardos,4,pedra,,97,165,60,58,65,50,495,82.5,1.6,102.5,88.1,600000,45.0,Pokémon Cabeçada,False,"['Mold Breaker', 'Sheer Force']",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0
410,Shieldon,4,pedra,aço,30,42,118,30,42,88,350,58.333333333333336,0.5,57.0,88.1,600000,45.0,Pokémon Escudo,False,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
411,Bastiodon,4,pedra,aço,60,52,168,30,47,138,495,82.5,1.3,149.5,88.1,600000,45.0,Pokémon Escudo,False,"['Sturdy', 'Soundproof']",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0
412,Burmy,4,inseto,,40,29,45,36,29,45,224,37.333333333333336,0.2,3.4,50.0,1000000,120.0,Pokémon Saco de Verme,False,"['Shed Skin', 'Overcoat']",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0
413,Wormadam,4,inseto,planta,60,69,95,36,69,95,424,70.66666666666667,0.5,6.5,0.0,1000000,45.0,Pokémon Saco de Verme,False,"['Anticipation', 'Overcoat']",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5
414,Mothim,4,inseto,voador,70,94,50,66,94,50,424,70.66666666666667,0.9,23.3,100.0,1000000,45.0,Pokémon Mariposa,False,"['Swarm', 'Tinted Lens']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
415,Combee,4,inseto,voador,30,30,42,70,30,42,244,40.666666666666664,0.3,5.5,88.1,1059860,120.0,Pokémon Abelha Minúscula,False,"['Honey Gather', 'Hustle']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
416,Vespiquen,4,inseto,voador,70,80,102,40,80,102,474,79.0,1.2,38.5,0.0,1059860,45.0,Pokémon Colmeia,False,"['Pressure', 'Unnerve']",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0
417,Pachirisu,4,elétrico,,60,45,70,95,45,90,405,67.5,0.4,3.9,50.0,1000000,200.0,Pokémon Esquilo Elétrico,False,"['Run Away', 'Pickup', 'Volt Absorb']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
418,Buizel,4,água,,55,65,35,85,60,30,330,55.0,0.7,29.5,50.0,1000000,190.0,Pokémon Doninha do Mar,False,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
419,Floatzel,4,água,,85,105,55,115,85,50,495,82.5,1.1,33.5,50.0,1000000,75.0,Pokémon Doninha do Mar,False,"['Swift Swim', 'Water Veil']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5
420,Cherubi,4,planta,,45,35,45,35,62,53,275,45.833333333333336,0.4,3.3,50.0,1000000,190.0,Pokémon Cereja,False,['Chlorophyll'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
421,Cherrim,4,planta,,70,60,70,85,87,78,450,75.0,0.5,9.3,50.0,1000000,75.0,Pokémon Florada,False,['Flower Gift'],2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5
